file,class,,cbo,loc,wmc
C:\oodass1\projects\rocketmq\store\src\main\java\org\apache\rocketmq\store\ha\DefaultHAConnection.java,org.apache.rocketmq.store.ha.DefaultHAConnection$WriteSocketService,,10,169,35
C:\oodass1\projects\rocketmq\tieredstore\src\main\java\org\apache\rocketmq\tieredstore\metadata\entity\FileSegmentMetadata.java,org.apache.rocketmq.tieredstore.metadata.entity.FileSegmentMetadata,,2,89,34
C:\oodass1\projects\rocketmq\proxy\src\main\java\org\apache\rocketmq\proxy\grpc\v2\common\ResponseWriter.java,org.apache.rocketmq.proxy.grpc.v2.common.ResponseWriter,,6,48,12
C:\oodass1\projects\rocketmq\common\src\main\java\org\apache\rocketmq\common\utils\CheckpointFile.java,org.apache.rocketmq.common.utils.CheckpointFile,,5,79,17
C:\oodass1\projects\rocketmq\proxy\src\main\java\org\apache\rocketmq\proxy\grpc\GrpcServerBuilder.java,org.apache.rocketmq.proxy.grpc.GrpcServerBuilder,,18,51,9
C:\oodass1\projects\rocketmq\proxy\src\main\java\org\apache\rocketmq\proxy\service\ClusterServiceManager.java,org.apache.rocketmq.proxy.service.ClusterServiceManager,,31,93,12
C:\oodass1\projects\rocketmq\remoting\src\main\java\org\apache\rocketmq\remoting\protocol\subscription\ExponentialRetryPolicy.java,org.apache.rocketmq.remoting.protocol.subscription.ExponentialRetryPolicy,,1,42,12
C:\oodass1\projects\rocketmq\broker\src\test\java\org\apache\rocketmq\broker\transaction\queue\TransactionalMessageBridgeTest.java,org.apache.rocketmq.broker.transaction.queue.TransactionalMessageBridgeTest,,24,107,18
C:\oodass1\projects\rocketmq\common\src\main\java\org\apache\rocketmq\common\queue\ConcurrentTreeMap.java,org.apache.rocketmq.common.queue.ConcurrentTreeMap,,4,41,5
C:\oodass1\projects\rocketmq\remoting\src\main\java\org\apache\rocketmq\remoting\protocol\heartbeat\SubscriptionData.java,org.apache.rocketmq.remoting.protocol.heartbeat.SubscriptionData,,2,114,48
C:\oodass1\projects\rocketmq\controller\src\main\java\org\apache\rocketmq\controller\metrics\ControllerMetricsConstant.java,org.apache.rocketmq.controller.metrics.ControllerMetricsConstant$ElectionResult,,0,4,1
C:\oodass1\projects\rocketmq\store\src\main\java\org\apache\rocketmq\store\queue\ReferredIterator.java,org.apache.rocketmq.store.queue.ReferredIterator,,1,4,2
C:\oodass1\projects\rocketmq\common\src\main\java\org\apache\rocketmq\common\constant\GrpcConstants.java,org.apache.rocketmq.common.constant.GrpcConstants,,2,18,0
C:\oodass1\projects\rocketmq\test\src\test\java\org\apache\rocketmq\test\container\ContainerIntegrationTestBase.java,org.apache.rocketmq.test.container.ContainerIntegrationTestBase,,28,455,61
C:\oodass1\projects\rocketmq\client\src\main\java\org\apache\rocketmq\client\QueryResult.java,org.apache.rocketmq.client.QueryResult,,1,17,4
C:\oodass1\projects\rocketmq\remoting\src\main\java\org\apache\rocketmq\remoting\protocol\header\SendMessageRequestHeaderV2.java,org.apache.rocketmq.remoting.protocol.header.SendMessageRequestHeaderV2,,11,221,50
C:\oodass1\projects\rocketmq\common\src\main\java\org\apache\rocketmq\common\coldctr\AccAndTimeStamp.java,org.apache.rocketmq.common.coldctr.AccAndTimeStamp,,0,29,8
C:\oodass1\projects\rocketmq\common\src\main\java\org\apache\rocketmq\common\logging\JoranConfiguratorExt.java,org.apache.rocketmq.common.logging.JoranConfiguratorExt,,3,42,6
C:\oodass1\projects\rocketmq\common\src\main\java\org\apache\rocketmq\common\sysflag\MessageSysFlag.java,org.apache.rocketmq.common.sysflag.MessageSysFlag,,1,31,6
C:\oodass1\projects\rocketmq\proxy\src\main\java\org\apache\rocketmq\proxy\remoting\activity\RecallMessageActivity.java,org.apache.rocketmq.proxy.remoting.activity.RecallMessageActivity,,13,16,3
C:\oodass1\projects\rocketmq\common\src\main\java\org\apache\rocketmq\common\statistics\StatisticsManager.java,org.apache.rocketmq.common.statistics.StatisticsManager,,9,88,17
C:\oodass1\projects\rocketmq\common\src\main\java\org\apache\rocketmq\common\statistics\StatisticsKindMeta.java,org.apache.rocketmq.common.statistics.StatisticsKindMeta,,1,23,6
C:\oodass1\projects\rocketmq\remoting\src\main\java\org\apache\rocketmq\remoting\protocol\header\GetConsumerRunningInfoRequestHeader.java,org.apache.rocketmq.remoting.protocol.header.GetConsumerRunningInfoRequestHeader,,5,28,8
C:\oodass1\projects\rocketmq\remoting\src\main\java\org\apache\rocketmq\remoting\protocol\body\BrokerReplicasInfo.java,org.apache.rocketmq.remoting.protocol.body.BrokerReplicasInfo$ReplicasInfo,,3,61,16
C:\oodass1\projects\rocketmq\remoting\src\main\java\org\apache\rocketmq\remoting\protocol\body\SyncStateSet.java,org.apache.rocketmq.remoting.protocol.body.SyncStateSet,,1,23,6
C:\oodass1\projects\rocketmq\broker\src\test\java\org\apache\rocketmq\broker\processor\QueryMessageProcessorTest.java,org.apache.rocketmq.broker.processor.QueryMessageProcessorTest,,22,56,4
C:\oodass1\projects\rocketmq\store\src\main\java\org\apache\rocketmq\store\ha\io\AbstractHAReader.java,org.apache.rocketmq.store.ha.io.AbstractHAReader,,3,44,11
C:\oodass1\projects\rocketmq\broker\src\test\java\org\apache\rocketmq\broker\failover\EscapeBridgeTest.java,org.apache.rocketmq.broker.failover.EscapeBridgeTest,,28,257,35
C:\oodass1\projects\rocketmq\namesrv\src\main\java\org\apache\rocketmq\namesrv\routeinfo\RouteInfoManager.java,org.apache.rocketmq.namesrv.routeinfo.BrokerStatusChangeInfo,,0,28,7
C:\oodass1\projects\rocketmq\tools\src\main\java\org\apache\rocketmq\tools\monitor\MonitorService.java,org.apache.rocketmq.tools.monitor.MonitorService$Anonymous3,,1,10,2
C:\oodass1\projects\rocketmq\proxy\src\test\java\org\apache\rocketmq\proxy\remoting\activity\RecallMessageActivityTest.java,org.apache.rocketmq.proxy.remoting.activity.RecallMessageActivityTest$Anonymous1,,2,5,1
C:\oodass1\projects\rocketmq\broker\src\main\java\org\apache\rocketmq\broker\ConfigContext.java,org.apache.rocketmq.broker.ConfigContext$Builder,,7,42,9
C:\oodass1\projects\rocketmq\controller\src\main\java\org\apache\rocketmq\controller\impl\event\CleanBrokerDataEvent.java,org.apache.rocketmq.controller.impl.event.CleanBrokerDataEvent,,2,26,7
C:\oodass1\projects\rocketmq\remoting\src\main\java\org\apache\rocketmq\remoting\Configuration.java,org.apache.rocketmq.remoting.Configuration,,3,251,51
C:\oodass1\projects\rocketmq\test\src\main\java\org\apache\rocketmq\test\util\Condition.java,org.apache.rocketmq.test.util.Condition,,0,3,1
C:\oodass1\projects\rocketmq\proxy\src\main\java\org\apache\rocketmq\proxy\service\transaction\AbstractTransactionService.java,org.apache.rocketmq.proxy.service.transaction.AbstractTransactionService,,11,40,9
C:\oodass1\projects\rocketmq\proxy\src\test\java\org\apache\rocketmq\proxy\service\transaction\TransactionDataManagerTest.java,org.apache.rocketmq.proxy.service.transaction.TransactionDataManagerTest,,8,69,11
C:\oodass1\projects\rocketmq\tools\src\main\java\org\apache\rocketmq\tools\monitor\MonitorService.java,org.apache.rocketmq.tools.monitor.MonitorService$Anonymous2,,1,11,2
C:\oodass1\projects\rocketmq\tools\src\main\java\org\apache\rocketmq\tools\monitor\MonitorService.java,org.apache.rocketmq.tools.monitor.MonitorService$Anonymous1,,6,14,2
C:\oodass1\projects\rocketmq\common\src\test\java\org\apache\rocketmq\common\UtilAllTest.java,org.apache.rocketmq.common.UtilAllTest,,9,172,13
C:\oodass1\projects\rocketmq\remoting\src\main\java\org\apache\rocketmq\remoting\protocol\body\ProducerInfo.java,org.apache.rocketmq.remoting.protocol.body.ProducerInfo,,2,47,12
C:\oodass1\projects\rocketmq\broker\src\test\java\org\apache\rocketmq\broker\BrokerShutdownTest.java,org.apache.rocketmq.broker.BrokerShutdownTest,,9,72,7
C:\oodass1\projects\rocketmq\namesrv\src\test\java\org\apache\rocketmq\namesrv\NamesrvControllerTest.java,org.apache.rocketmq.namesrv.NamesrvControllerTest,,12,38,8
C:\oodass1\projects\rocketmq\tools\src\main\java\org\apache\rocketmq\tools\admin\DefaultMQAdminExtImpl.java,org.apache.rocketmq.tools.admin.DefaultMQAdminExtImpl$Anonymous10$Anonymous11,,0,16,3
C:\oodass1\projects\rocketmq\proxy\src\main\java\org\apache\rocketmq\proxy\grpc\v2\GrpcMessingActivity.java,org.apache.rocketmq.proxy.grpc.v2.GrpcMessingActivity,,26,14,12
C:\oodass1\projects\rocketmq\tools\src\main\java\org\apache\rocketmq\tools\command\topic\UpdateTopicPermSubCommand.java,org.apache.rocketmq.tools.command.topic.UpdateTopicPermSubCommand,,12,116,24
C:\oodass1\projects\rocketmq\proxy\src\main\java\org\apache\rocketmq\proxy\grpc\v2\producer\SendMessageActivity.java,org.apache.rocketmq.proxy.grpc.v2.producer.SendMessageActivity$SendMessageQueueSelector,,7,28,5
C:\oodass1\projects\rocketmq\client\src\main\java\org\apache\rocketmq\client\impl\consumer\DefaultLitePullConsumerImpl.java,org.apache.rocketmq.client.impl.consumer.DefaultLitePullConsumerImpl$MessageQueueListenerImpl,,3,5,1
C:\oodass1\projects\rocketmq\remoting\src\main\java\org\apache\rocketmq\remoting\protocol\header\PullMessageResponseHeader.java,org.apache.rocketmq.remoting.protocol.header.PullMessageResponseHeader,,5,104,27
C:\oodass1\projects\rocketmq\store\src\test\java\org\apache\rocketmq\store\timer\TimerWheelTest.java,org.apache.rocketmq.store.timer.TimerWheelTest,,6,97,10
C:\oodass1\projects\rocketmq\client\src\main\java\org\apache\rocketmq\client\producer\TransactionCheckListener.java,org.apache.rocketmq.client.producer.TransactionCheckListener,,2,3,1
C:\oodass1\projects\rocketmq\test\src\test\java\org\apache\rocketmq\test\client\consumer\pop\PopBigMessageIT.java,org.apache.rocketmq.test.client.consumer.pop.PopBigMessageIT,,9,46,6
C:\oodass1\projects\rocketmq\remoting\src\main\java\org\apache\rocketmq\remoting\protocol\body\BrokerReplicasInfo.java,org.apache.rocketmq.remoting.protocol.body.BrokerReplicasInfo$ReplicaIdentity,,2,54,16
C:\oodass1\projects\rocketmq\common\src\main\java\org\apache\rocketmq\common\ThreadFactoryImpl.java,org.apache.rocketmq.common.ThreadFactoryImpl,,2,31,7
C:\oodass1\projects\rocketmq\store\src\main\java\org\apache\rocketmq\store\TransientStorePool.java,org.apache.rocketmq.store.TransientStorePool,,5,49,11
C:\oodass1\projects\rocketmq\tieredstore\src\main\java\org\apache\rocketmq\tieredstore\util\MessageFormatUtil.java,org.apache.rocketmq.tieredstore.util.MessageFormatUtil,,3,104,23
C:\oodass1\projects\rocketmq\client\src\main\java\org\apache\rocketmq\client\impl\mqclient\MQClientAPIExt.java,org.apache.rocketmq.client.impl.mqclient.MQClientAPIExt$Anonymous8,,4,19,5
C:\oodass1\projects\rocketmq\store\src\main\java\org\apache\rocketmq\store\pop\BatchAckMsg.java,org.apache.rocketmq.store.pop.BatchAckMsg,,2,21,3
C:\oodass1\projects\rocketmq\client\src\main\java\org\apache\rocketmq\client\impl\mqclient\MQClientAPIExt.java,org.apache.rocketmq.client.impl.mqclient.MQClientAPIExt$Anonymous7,,4,19,5
C:\oodass1\projects\rocketmq\client\src\main\java\org\apache\rocketmq\client\impl\mqclient\MQClientAPIExt.java,org.apache.rocketmq.client.impl.mqclient.MQClientAPIExt$Anonymous6,,4,27,6
C:\oodass1\projects\rocketmq\namesrv\src\test\java\org\apache\rocketmq\namesrv\routeinfo\GetRouteInfoBenchmark.java,org.apache.rocketmq.namesrv.routeinfo.GetRouteInfoBenchmark$Anonymous1,,5,30,4
C:\oodass1\projects\rocketmq\client\src\main\java\org\apache\rocketmq\client\impl\mqclient\MQClientAPIExt.java,org.apache.rocketmq.client.impl.mqclient.MQClientAPIExt$Anonymous5,,4,15,4
C:\oodass1\projects\rocketmq\client\src\main\java\org\apache\rocketmq\client\impl\mqclient\MQClientAPIExt.java,org.apache.rocketmq.client.impl.mqclient.MQClientAPIExt$Anonymous4,,1,8,2
C:\oodass1\projects\rocketmq\auth\src\main\java\org\apache\rocketmq\auth\authentication\provider\LocalAuthenticationMetadataProvider.java,org.apache.rocketmq.auth.authentication.provider.LocalAuthenticationMetadataProvider$UserCacheLoader,,5,20,4
C:\oodass1\projects\rocketmq\client\src\main\java\org\apache\rocketmq\client\impl\mqclient\MQClientAPIExt.java,org.apache.rocketmq.client.impl.mqclient.MQClientAPIExt$Anonymous3,,1,8,2
C:\oodass1\projects\rocketmq\broker\src\main\java\org\apache\rocketmq\broker\auth\pipeline\AuthorizationPipeline.java,org.apache.rocketmq.broker.auth.pipeline.AuthorizationPipeline,,10,28,6
C:\oodass1\projects\rocketmq\proxy\src\main\java\org\apache\rocketmq\proxy\remoting\activity\PullMessageActivity.java,org.apache.rocketmq.proxy.remoting.activity.PullMessageActivity,,9,26,5
C:\oodass1\projects\rocketmq\broker\src\main\java\org\apache\rocketmq\broker\pop\PopConsumerLockService.java,org.apache.rocketmq.broker.pop.PopConsumerLockService,,2,54,10
C:\oodass1\projects\rocketmq\common\src\main\java\org\apache\rocketmq\common\utils\ExceptionUtils.java,org.apache.rocketmq.common.utils.ExceptionUtils,,0,21,7
C:\oodass1\projects\rocketmq\client\src\main\java\org\apache\rocketmq\client\Validators.java,org.apache.rocketmq.client.Validators,,8,67,23
C:\oodass1\projects\rocketmq\broker\src\main\java\org\apache\rocketmq\broker\processor\ClientManageProcessor.java,org.apache.rocketmq.broker.processor.ClientManageProcessor,,17,177,40
C:\oodass1\projects\rocketmq\remoting\src\test\java\org\apache\rocketmq\remoting\protocol\body\ConsumerConnectionTest.java,org.apache.rocketmq.remoting.protocol.body.ConsumerConnectionTest,,8,40,2
C:\oodass1\projects\rocketmq\store\src\test\java\org\apache\rocketmq\store\dledger\DLedgerMultiPathTest.java,org.apache.rocketmq.store.dledger.DLedgerMultiPathTest,,9,64,4
C:\oodass1\projects\rocketmq\store\src\test\java\org\apache\rocketmq\store\BatchPutMessageTest.java,org.apache.rocketmq.store.BatchPutMessageTest$MyMessageArrivingListener,,2,4,1
C:\oodass1\projects\rocketmq\test\src\test\java\org\apache\rocketmq\test\client\consumer\balance\NormalMsgDynamicBalanceIT.java,org.apache.rocketmq.test.client.consumer.balance.NormalMsgDynamicBalanceIT,,15,55,5
C:\oodass1\projects\rocketmq\proxy\src\main\java\org\apache\rocketmq\proxy\common\RenewEvent.java,org.apache.rocketmq.proxy.common.RenewEvent$EventType,,0,1,0
C:\oodass1\projects\rocketmq\common\src\main\java\org\apache\rocketmq\common\namesrv\TopAddressing.java,org.apache.rocketmq.common.namesrv.TopAddressing,,1,4,2
C:\oodass1\projects\rocketmq\common\src\main\java\org\apache\rocketmq\common\filter\ExpressionType.java,org.apache.rocketmq.common.filter.ExpressionType,,0,10,4
C:\oodass1\projects\rocketmq\client\src\main\java\org\apache\rocketmq\client\trace\TraceDispatcher.java,org.apache.rocketmq.client.trace.TraceDispatcher,,1,7,4
C:\oodass1\projects\rocketmq\filter\src\main\java\org\apache\rocketmq\filter\parser\ParseException.java,org.apache.rocketmq.filter.parser.ParseException,,3,106,25
C:\oodass1\projects\rocketmq\namesrv\src\main\java\org\apache\rocketmq\namesrv\processor\ClusterTestRequestProcessor.java,org.apache.rocketmq.namesrv.processor.ClusterTestRequestProcessor,,11,45,6
C:\oodass1\projects\rocketmq\proxy\src\main\java\org\apache\rocketmq\proxy\grpc\v2\GrpcMessagingApplication.java,org.apache.rocketmq.proxy.grpc.v2.GrpcMessagingApplication$GrpcTaskRejectedExecutionHandler,,2,15,4
C:\oodass1\projects\rocketmq\tools\src\test\java\org\apache\rocketmq\tools\monitor\DefaultMonitorListenerTest.java,org.apache.rocketmq.tools.monitor.DefaultMonitorListenerTest,,8,42,6
C:\oodass1\projects\rocketmq\client\src\main\java\org\apache\rocketmq\client\consumer\store\RemoteBrokerOffsetStore.java,org.apache.rocketmq.client.consumer.store.RemoteBrokerOffsetStore,,11,170,44
C:\oodass1\projects\rocketmq\client\src\test\java\org\apache\rocketmq\client\latency\LatencyFaultToleranceImplTest.java,org.apache.rocketmq.client.latency.LatencyFaultToleranceImplTest,,5,39,6
C:\oodass1\projects\rocketmq\store\src\test\java\org\apache\rocketmq\store\timer\TimerMetricsTest.java,org.apache.rocketmq.store.timer.TimerMetricsTest$Anonymous1,,0,12,1
C:\oodass1\projects\rocketmq\client\src\main\java\org\apache\rocketmq\client\impl\mqclient\MQClientAPIExt.java,org.apache.rocketmq.client.impl.mqclient.MQClientAPIExt$Anonymous2,,1,8,2
C:\oodass1\projects\rocketmq\common\src\main\java\org\apache\rocketmq\common\queue\RoundQueue.java,org.apache.rocketmq.common.queue.RoundQueue,,1,19,4
C:\oodass1\projects\rocketmq\client\src\main\java\org\apache\rocketmq\client\impl\mqclient\MQClientAPIExt.java,org.apache.rocketmq.client.impl.mqclient.MQClientAPIExt$Anonymous1,,1,8,2
C:\oodass1\projects\rocketmq\remoting\src\test\java\org\apache\rocketmq\remoting\protocol\CheckpointFileTest.java,org.apache.rocketmq.remoting.protocol.CheckpointFileTest,,6,51,4
C:\oodass1\projects\rocketmq\broker\src\main\java\org\apache\rocketmq\broker\topic\TopicConfigManager.java,org.apache.rocketmq.broker.topic.TopicConfigManager,,17,583,110
C:\oodass1\projects\rocketmq\client\src\test\java\org\apache\rocketmq\client\trace\DefaultMQLitePullConsumerWithTraceTest.java,org.apache.rocketmq.client.trace.DefaultMQLitePullConsumerWithTraceTest$Anonymous1,,8,15,1
C:\oodass1\projects\rocketmq\store\src\main\java\org\apache\rocketmq\store\SelectMappedBufferResult.java,org.apache.rocketmq.store.SelectMappedBufferResult,,1,51,14
C:\oodass1\projects\rocketmq\proxy\src\main\java\org\apache\rocketmq\proxy\service\relay\ProxyRelayService.java,org.apache.rocketmq.proxy.service.relay.ProxyRelayService,,11,5,3
C:\oodass1\projects\rocketmq\client\src\test\java\org\apache\rocketmq\client\trace\TransactionMQProducerWithOpenTracingTest.java,org.apache.rocketmq.client.trace.TransactionMQProducerWithOpenTracingTest$Anonymous1,,3,8,2
C:\oodass1\projects\rocketmq\test\src\main\java\org\apache\rocketmq\test\client\rmq\RMQNormalProducer.java,org.apache.rocketmq.test.client.rmq.RMQNormalProducer,,9,133,27
C:\oodass1\projects\rocketmq\remoting\src\main\java\org\apache\rocketmq\remoting\protocol\topic\OffsetMovedEvent.java,org.apache.rocketmq.remoting.protocol.topic.OffsetMovedEvent,,2,33,9
C:\oodass1\projects\rocketmq\client\src\main\java\org\apache\rocketmq\client\impl\consumer\MQConsumerInner.java,org.apache.rocketmq.client.impl.consumer.MQConsumerInner,,6,14,12
C:\oodass1\projects\rocketmq\common\src\main\java\org\apache\rocketmq\common\compression\Lz4Compressor.java,org.apache.rocketmq.common.compression.Lz4Compressor,,5,58,8
C:\oodass1\projects\rocketmq\test\src\main\java\org\apache\rocketmq\test\client\rmq\RMQAsyncSendProducer.java,org.apache.rocketmq.test.client.rmq.RMQAsyncSendProducer,,13,173,37
C:\oodass1\projects\rocketmq\example\src\main\java\org\apache\rocketmq\example\lmq\LMQPushConsumer.java,org.apache.rocketmq.example.lmq.LMQPushConsumer,,5,39,1
C:\oodass1\projects\rocketmq\proxy\src\main\java\org\apache\rocketmq\proxy\grpc\pipeline\RequestPipeline.java,org.apache.rocketmq.proxy.grpc.pipeline.RequestPipeline,,4,10,2
C:\oodass1\projects\rocketmq\remoting\src\main\java\org\apache\rocketmq\remoting\protocol\statictopic\TopicQueueMappingDetail.java,org.apache.rocketmq.remoting.protocol.statictopic.TopicQueueMappingDetail,,5,71,28
C:\oodass1\projects\rocketmq\remoting\src\main\java\org\apache\rocketmq\remoting\protocol\admin\OffsetWrapper.java,org.apache.rocketmq.remoting.protocol.admin.OffsetWrapper,,0,30,8
C:\oodass1\projects\rocketmq\common\src\test\java\org\apache\rocketmq\common\utils\ConcurrentHashMapUtilsTest.java,org.apache.rocketmq.common.utils.ConcurrentHashMapUtilsTest,,2,12,1
C:\oodass1\projects\rocketmq\client\src\test\java\org\apache\rocketmq\client\trace\DefaultMQProducerWithTraceTest.java,org.apache.rocketmq.client.trace.DefaultMQProducerWithTraceTest,,27,123,10
C:\oodass1\projects\rocketmq\broker\src\main\java\org\apache\rocketmq\broker\processor\PullMessageProcessor.java,org.apache.rocketmq.broker.processor.PullMessageProcessor,,45,641,139
C:\oodass1\projects\rocketmq\store\src\test\java\org\apache\rocketmq\store\ConsumeQueueTest.java,org.apache.rocketmq.store.ConsumeQueueTest$Anonymous3,,1,6,1
C:\oodass1\projects\rocketmq\store\src\test\java\org\apache\rocketmq\store\ConsumeQueueTest.java,org.apache.rocketmq.store.ConsumeQueueTest$Anonymous2,,1,4,1
C:\oodass1\projects\rocketmq\store\src\test\java\org\apache\rocketmq\store\ConsumeQueueTest.java,org.apache.rocketmq.store.ConsumeQueueTest$Anonymous1,,1,4,1
C:\oodass1\projects\rocketmq\tools\src\main\java\org\apache\rocketmq\tools\monitor\DeleteMsgsEvent.java,org.apache.rocketmq.tools.monitor.DeleteMsgsEvent,,1,19,5
C:\oodass1\projects\rocketmq\proxy\src\test\java\org\apache\rocketmq\proxy\grpc\v2\client\ClientActivityTest.java,org.apache.rocketmq.proxy.grpc.v2.client.ClientActivityTest$Anonymous1,,1,8,3
C:\oodass1\projects\rocketmq\broker\src\main\java\org\apache\rocketmq\broker\coldctr\ColdCtrStrategy.java,org.apache.rocketmq.broker.coldctr.ColdCtrStrategy,,0,6,4
C:\oodass1\projects\rocketmq\remoting\src\main\java\org\apache\rocketmq\remoting\protocol\header\UnregisterClientResponseHeader.java,org.apache.rocketmq.remoting.protocol.header.UnregisterClientResponseHeader,,1,4,1
C:\oodass1\projects\rocketmq\proxy\src\test\java\org\apache\rocketmq\proxy\grpc\v2\client\ClientActivityTest.java,org.apache.rocketmq.proxy.grpc.v2.client.ClientActivityTest$Anonymous3,,1,10,3
C:\oodass1\projects\rocketmq\store\src\test\java\org\apache\rocketmq\store\kv\OffsetMapTest.java,org.apache.rocketmq.store.kv.OffsetMapTest,,2,23,3
C:\oodass1\projects\rocketmq\proxy\src\test\java\org\apache\rocketmq\proxy\grpc\v2\client\ClientActivityTest.java,org.apache.rocketmq.proxy.grpc.v2.client.ClientActivityTest$Anonymous2,,1,8,3
C:\oodass1\projects\rocketmq\remoting\src\main\java\org\apache\rocketmq\remoting\protocol\header\namesrv\GetRouteInfoRequestHeader.java,org.apache.rocketmq.remoting.protocol.header.namesrv.GetRouteInfoRequestHeader,,4,18,5
C:\oodass1\projects\rocketmq\tools\src\main\java\org\apache\rocketmq\tools\command\connection\ProducerConnectionSubCommand.java,org.apache.rocketmq.tools.command.connection.ProducerConnectionSubCommand,,8,40,7
C:\oodass1\projects\rocketmq\broker\src\main\java\org\apache\rocketmq\broker\coldctr\PIDAdaptiveColdCtrStrategy.java,org.apache.rocketmq.broker.coldctr.PIDAdaptiveColdCtrStrategy,,3,48,12
C:\oodass1\projects\rocketmq\broker\src\main\java\org\apache\rocketmq\broker\transaction\queue\TransactionalOpBatchService.java,org.apache.rocketmq.broker.transaction.queue.TransactionalOpBatchService,,5,30,6
C:\oodass1\projects\rocketmq\remoting\src\main\java\org\apache\rocketmq\remoting\protocol\body\ConsumeStatsList.java,org.apache.rocketmq.remoting.protocol.body.ConsumeStatsList,,2,30,8
C:\oodass1\projects\rocketmq\tools\src\main\java\org\apache\rocketmq\tools\command\auth\CreateUserSubCommand.java,org.apache.rocketmq.tools.command.auth.CreateUserSubCommand,,10,60,8
C:\oodass1\projects\rocketmq\store\src\main\java\org\apache\rocketmq\store\MessageExtEncoder.java,org.apache.rocketmq.store.MessageExtEncoder,,12,213,47
C:\oodass1\projects\rocketmq\client\src\main\java\org\apache\rocketmq\client\impl\admin\MqClientAdminImpl.java,org.apache.rocketmq.client.impl.admin.MqClientAdminImpl,,45,337,46
C:\oodass1\projects\rocketmq\client\src\main\java\org\apache\rocketmq\client\impl\consumer\RebalancePushImpl.java,org.apache.rocketmq.client.impl.consumer.RebalancePushImpl,,18,215,50
C:\oodass1\projects\rocketmq\container\src\main\java\org\apache\rocketmq\container\BrokerContainerConfig.java,org.apache.rocketmq.container.BrokerContainerConfig,,2,62,17
C:\oodass1\projects\rocketmq\proxy\src\main\java\org\apache\rocketmq\proxy\remoting\activity\ChangeInvisibleTimeActivity.java,org.apache.rocketmq.proxy.remoting.activity.ChangeInvisibleTimeActivity,,6,8,2
C:\oodass1\projects\rocketmq\store\src\test\java\org\apache\rocketmq\store\queue\BatchConsumeMessageTest.java,org.apache.rocketmq.store.queue.BatchConsumeMessageTest,,14,390,42
C:\oodass1\projects\rocketmq\proxy\src\main\java\org\apache\rocketmq\proxy\service\route\TopicRouteHelper.java,org.apache.rocketmq.proxy.service.route.TopicRouteHelper,,2,21,7
C:\oodass1\projects\rocketmq\example\src\main\java\org\apache\rocketmq\example\benchmark\Consumer.java,org.apache.rocketmq.example.benchmark.StatsBenchmarkConsumer,,0,30,7
C:\oodass1\projects\rocketmq\store\src\main\java\org\apache\rocketmq\store\logfile\MappedFile.java,org.apache.rocketmq.store.logfile.MappedFile,,11,52,50
C:\oodass1\projects\rocketmq\client\src\main\java\org\apache\rocketmq\client\impl\consumer\DefaultMQPullConsumerImpl.java,org.apache.rocketmq.client.impl.consumer.DefaultMQPullConsumerImpl$Anonymous1,,4,10,2
C:\oodass1\projects\rocketmq\controller\src\main\java\org\apache\rocketmq\controller\impl\heartbeat\BrokerIdentityInfo.java,org.apache.rocketmq.controller.impl.heartbeat.BrokerIdentityInfo,,2,42,12
C:\oodass1\projects\rocketmq\remoting\src\main\java\org\apache\rocketmq\remoting\common\ServiceThread.java,org.apache.rocketmq.remoting.common.ServiceThread,,2,45,10
C:\oodass1\projects\rocketmq\client\src\main\java\org\apache\rocketmq\client\impl\consumer\RebalanceLitePullImpl.java,org.apache.rocketmq.client.impl.consumer.RebalanceLitePullImpl,,17,133,30
C:\oodass1\projects\rocketmq\common\src\main\java\org\apache\rocketmq\common\message\MessageDecoder.java,org.apache.rocketmq.common.message.MessageDecoder,,13,495,89
C:\oodass1\projects\rocketmq\broker\src\main\java\org\apache\rocketmq\broker\mqtrace\SendMessageContext.java,org.apache.rocketmq.broker.mqtrace.SendMessageContext,,2,226,64
C:\oodass1\projects\rocketmq\broker\src\main\java\org\apache\rocketmq\broker\config\v1\RocksDBConfigManager.java,org.apache.rocketmq.broker.config.v1.RocksDBConfigManager,,9,125,29
C:\oodass1\projects\rocketmq\srvutil\src\main\java\org\apache\rocketmq\srvutil\FileWatchService.java,org.apache.rocketmq.srvutil.FileWatchService$Listener,,0,3,1
C:\oodass1\projects\rocketmq\store\src\main\java\org\apache\rocketmq\store\queue\offset\OffsetEntry.java,org.apache.rocketmq.store.queue.offset.OffsetEntry,,1,7,0
C:\oodass1\projects\rocketmq\store\src\test\java\org\apache\rocketmq\store\MappedFileQueueTest.java,org.apache.rocketmq.store.MappedFileQueueTest,,8,341,48
C:\oodass1\projects\rocketmq\tools\src\main\java\org\apache\rocketmq\tools\monitor\MonitorConfig.java,org.apache.rocketmq.tools.monitor.MonitorConfig,,0,16,4
C:\oodass1\projects\rocketmq\client\src\main\java\org\apache\rocketmq\client\common\ThreadLocalIndex.java,org.apache.rocketmq.client.common.ThreadLocalIndex,,0,20,4
C:\oodass1\projects\rocketmq\tools\src\main\java\org\apache\rocketmq\tools\command\controller\ReElectMasterSubCommand.java,org.apache.rocketmq.tools.command.controller.ReElectMasterSubCommand,,10,51,7
C:\oodass1\projects\rocketmq\proxy\src\main\java\org\apache\rocketmq\proxy\service\transaction\ClusterTransactionService.java,org.apache.rocketmq.proxy.service.transaction.ClusterTransactionService$TxHeartbeatServiceThread,,5,13,4
